,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39
5172897,0,0.0,719,,9.0,24409.0,,0.0,7.0,5.0,0.0,0.0,,9.0,05db9164,2eb7b10e,46dec897,684abf7b,25c83c98,,f1be50b4,5b392875,7cc72ec2,8fda7cf8,b1a5e8a6,67e09cf7,b017b046,b28479f6,5784e3d4,708f5460,e5ba7672,526e8765,,,79627831,78e2e389,32c7478e,45b2acf4,,
2207209,0,,12,11.0,3.0,30556.0,157.0,1.0,14.0,61.0,,1.0,,3.0,be589b51,207b2d81,859e1d36,f24d4506,4cf72387,7e0ccccf,ce1a9824,0b153874,a73ee510,37e9cb5f,9b7e5700,d3f30591,e44330e6,07d13a8f,0bf0feff,2210df91,d4bb7bd8,fa0643ee,21ddcdc9,b1252a9d,d1cd4aac,,32c7478e,971d53a5,001f3601,b502d7f9
22741768,0,,69,5.0,13.0,8926.0,23.0,1.0,11.0,19.0,,1.0,,13.0,05db9164,fc67db1d,1391f840,4e0c8817,25c83c98,fe6b92e5,6855ef53,0b153874,a73ee510,175d6c71,b7094596,c40a9111,1f9d2c38,64c94865,53175e74,8f24e8fd,3486227d,e24773fa,,,14009991,,c7dc6720,be673bbf,,
20884019,0,2.0,1,34.0,13.0,10.0,4.0,4.0,13.0,13.0,1.0,2.0,,4.0,05db9164,78ccd99e,b839d982,2ff08f9e,4cf72387,fe6b92e5,c8b3d034,0b153874,a73ee510,091fd245,80da9312,ed80f28d,d14c9212,07d13a8f,162f3329,3311c775,e5ba7672,e7e991cb,21ddcdc9,5840adea,0a25b81d,,32c7478e,d08d9a3d,001f3601,a9637a08
39249199,0,1.0,0,14.0,1.0,626.0,20.0,1.0,13.0,12.0,1.0,1.0,,12.0,5a9ed9b0,38a947a1,5f169e93,30f831be,384874ce,7e0ccccf,fda682d3,37e4aa92,a73ee510,fa7d0797,731f1c84,9a6d5824,9ded12ab,07d13a8f,4a378089,8ebd7aac,d4bb7bd8,522e8a7f,,,237b756b,,c7dc6720,c3a031e2,,
45827376,0,0.0,-1,,,1621.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,,05db9164,298d0556,02cf9876,c18be181,25c83c98,13718bbd,6a3814dd,0b153874,a73ee510,3b08e48b,cfdc314b,8fe001f4,b71128bf,b28479f6,48a5d003,36103458,3486227d,a8f42b59,,,e587c466,,c7dc6720,3b183c5c,,
32870346,0,,0,7.0,0.0,19162.0,49.0,4.0,4.0,15.0,,2.0,,4.0,05db9164,6c9c9cf3,2730ec9c,5400db8b,43b19349,fe6b92e5,aed379a6,5b392875,a73ee510,3300bb79,75ae185c,be45b877,d53bbf5c,07d13a8f,06969a20,9bc7fff5,e5ba7672,92555263,,,242bb710,,c7dc6720,72c78f11,,
44065306,0,,3015,,,59034.0,230.0,0.0,3.0,4.0,,0.0,0.0,,05db9164,89ddfee8,9369a3f1,f0be9918,25c83c98,fbad5c96,46f86528,1f89b562,7cc72ec2,69483786,78da5469,eb8dac3a,8c13f0bc,b28479f6,25753fb1,c4dbd7e9,8efede7f,5bb2ec8e,1ac39a24,b1252a9d,90072d30,ad3062eb,32c7478e,6b7830eb,f0f449dd,5cded2d9
22870304,0,4.0,2102,1.0,,249.0,2.0,4.0,2.0,2.0,1.0,1.0,,,05db9164,89ddfee8,c61c3659,13508380,25c83c98,3bf701e7,761bbc1e,64523cfa,a73ee510,e7766a34,ad757a5a,108507a8,93b18cb5,07d13a8f,59a58e86,a004da13,07c540c4,ae46962e,8733cf72,b1252a9d,a13ec4dd,ad3062eb,423fab69,45ab94c8,f0f449dd,c84c4aec
2945712,1,,571,1.0,1.0,17143.0,48.0,11.0,5.0,48.0,,1.0,,1.0,68fd1e64,a07503cc,da2791dc,13508380,25c83c98,fbad5c96,987da766,0b153874,a73ee510,fa7369e8,f37be5c0,d1cffb51,a59ea816,07d13a8f,77660bba,6272c68a,e5ba7672,912c7e21,55dd3565,a458ea53,dc587a4f,,423fab69,45ab94c8,c243e98b,c84c4aec
17055755,0,38.0,4,4.0,9.0,36.0,5.0,50.0,12.0,13.0,1.0,2.0,0.0,5.0,87552397,421b43cd,3b61885b,29998ed1,25c83c98,7e0ccccf,8bdfb2f9,37e4aa92,a73ee510,3b08e48b,df457b0d,6aaba33c,38edfa8f,b28479f6,e1ac77f7,b041b04a,e5ba7672,2804effd,,,723b4dfd,,bcdee96c,b34f3128,,
33249629,0,,30,11.0,7.0,2105.0,7.0,6.0,7.0,54.0,,3.0,,7.0,05db9164,1cfdf714,d46319d7,fc5aec6c,4cf72387,fbad5c96,b5ae52c2,37e4aa92,a73ee510,fa7d0797,00f107e8,45a8652b,d2243160,b28479f6,d345b1a0,79e8fa04,e5ba7672,e88ffc9d,9437f62f,b1252a9d,ae8edd49,ad3062eb,32c7478e,6ca3d42e,cb079c2d,3b93a75d
44699413,1,0.0,398,,,2734.0,63.0,4.0,2.0,6.0,0.0,1.0,,,05db9164,47feb5d7,01b282dc,be100ff9,25c83c98,fe6b92e5,5f29da0e,0b153874,a73ee510,25517785,0ad37b4b,5775731c,f9d99d81,ad1cc976,bde7754a,5489cde5,07c540c4,44e3f649,,,723e3f7a,,c3dc6cef,4087e42e,,
16406692,1,,1,5.0,3.0,4309.0,,0.0,7.0,3.0,,0.0,,3.0,5a9ed9b0,9f7e1d07,74dd19ea,85acd2ee,25c83c98,,94b76214,51d76abe,a73ee510,9743bf1f,192b5981,cf57496d,0c7dd611,07d13a8f,3e25e5f5,dec3687c,e5ba7672,6a58e423,21ddcdc9,5840adea,eb900789,,3a171ecb,835a09d3,ea9a246c,e10bbd8d
8035405,0,,1,1.0,6.0,70.0,,0.0,7.0,16.0,,0.0,1.0,8.0,241546e0,2eb7b10e,fa17b9b3,b248863d,4cf72387,fe6b92e5,f3f1e1d1,0b153874,a73ee510,ea3e96fa,d520c3c7,b35a05d9,60ac57eb,1adce6ef,027e6d5c,2db8fcbf,3486227d,526e8765,,,45304f37,,32c7478e,45b2acf4,,
39986629,1,4.0,116,6.0,7.0,462.0,10.0,90.0,10.0,359.0,1.0,11.0,0.0,7.0,68fd1e64,4c2bc594,d032c263,c18be181,4cf72387,7e0ccccf,26a81064,0b153874,a73ee510,913264d0,9e511730,dfbb09fb,04e4a7e0,8ceecbc8,7ac43a46,84898b2a,27c07bd6,bc48b783,,,0014c32a,,55dd3565,3b183c5c,,
41682357,0,,51,5.0,2.0,7159.0,,0.0,2.0,22.0,,0.0,,2.0,be589b51,1cfdf714,2a4c390e,828df116,25c83c98,7e0ccccf,7195046d,0b153874,a73ee510,b90dbc4e,4d8549da,dd8781ec,51b97b8f,b28479f6,d345b1a0,1a06d925,d4bb7bd8,e88ffc9d,21ddcdc9,a458ea53,9c23db80,c9d4222a,bcdee96c,3fdb382b,b9266ff0,49d68486
29100168,0,3.0,0,46.0,11.0,1555.0,195.0,9.0,38.0,68.0,0.0,3.0,,19.0,05db9164,4f25e98b,6738166a,a984034e,25c83c98,3bf701e7,7a9cbebc,5b392875,a73ee510,811a2873,1eb61c99,782d3d47,69f2068b,b28479f6,8ab5b746,4ac0af23,e5ba7672,7ef5affa,473e5032,b1252a9d,8c4859db,,32c7478e,9f196282,e8b83407,b1c17344
29394537,0,,1,60.0,5.0,5832.0,,0.0,38.0,48.0,,0.0,,11.0,05db9164,95e2d337,0a1435c1,bdcfffba,25c83c98,fe6b92e5,79fdcba2,5b392875,a73ee510,3b08e48b,793356a6,5a276398,304a5c96,07d13a8f,8ebf193d,4da40ea2,776ce399,e1b6ea80,21ddcdc9,5840adea,290c14f6,ad3062eb,be7c41b4,ded4aac9,2bf691b1,bdf46dce
11076071,1,0.0,29,1.0,1.0,2723.0,2.0,3.0,1.0,2.0,0.0,1.0,,1.0,05db9164,d7988e72,756b4598,8764d4ad,25c83c98,7e0ccccf,71ddaac7,5b392875,a73ee510,a5ad4326,80da9312,00a9149c,d14c9212,b28479f6,c8389df7,7290464a,07c540c4,0f2f9850,e29e5544,5840adea,113532e3,,32c7478e,e662c42c,445bbe3b,8168991d
13380388,1,2.0,0,17.0,1.0,1229.0,21.0,138.0,3.0,376.0,1.0,42.0,0.0,1.0,05db9164,287130e0,7dea0168,faf9014c,25c83c98,fbad5c96,2c356176,0b153874,a73ee510,ac82a793,5591323a,165ac29a,c95e66fd,64c94865,f8526149,4ceb9ba9,e5ba7672,891589e7,1d04f4a4,a458ea53,df80f45e,78e2e389,3a171ecb,3fdb382b,e8b83407,49d68486
24532210,0,,1,3.0,,40291.0,,0.0,5.0,29.0,,0.0,,,5a9ed9b0,f7ab4058,6f67f7e5,41274cd7,25c83c98,fbad5c96,1098330d,5b392875,a73ee510,7281cc76,ee54c56a,623049e6,4ba59fa3,1adce6ef,1d858abc,c92f3b61,1e88c74f,e5213cd5,21ddcdc9,5840adea,60f6221e,c9d4222a,423fab69,43f13e8b,ea9a246c,731c3655
39458983,0,,1,3.0,,16100.0,69.0,1.0,0.0,23.0,,1.0,,,05db9164,302debf8,74927ed3,e27fb4c6,43b19349,fbad5c96,40b35676,0b153874,a73ee510,3b08e48b,6c78773b,016f47d0,9ff6dbed,64c94865,e036ff59,33d7a806,d4bb7bd8,be2b722c,,,6f92f155,,3a171ecb,79a1dedc,,
38907876,1,1.0,0,12.0,4.0,1.0,1.0,30.0,6.0,137.0,1.0,9.0,,1.0,05db9164,58e67aaf,7f27b7af,63917151,25c83c98,7e0ccccf,c519c54d,0b153874,a73ee510,7ef432eb,59cd5ae7,474c853b,8b216f7b,051219e6,d83fb924,7e50e962,e5ba7672,c21c3e4c,083e89d9,a458ea53,7c43b235,,32c7478e,136196e7,9b3e8820,5a9cb343
39840558,1,,-1,,,17792.0,549.0,8.0,5.0,274.0,,4.0,,,68fd1e64,3f0d3f28,,,25c83c98,3bf701e7,92f9d116,985e3fcb,a73ee510,3b08e48b,ac9c2e8f,,6e2d6a15,1adce6ef,14108df6,,e5ba7672,88416823,,,,,423fab69,,,
19839869,0,,7,6.0,2.0,5509.0,,0.0,6.0,73.0,,0.0,,5.0,05db9164,5dac953d,d032c263,c18be181,25c83c98,fe6b92e5,caeaacb7,985e3fcb,a73ee510,3b08e48b,ee80ae70,dfbb09fb,70452055,1adce6ef,dd72d95b,84898b2a,776ce399,2c98cd83,,,0014c32a,ad3062eb,be7c41b4,3b183c5c,,
29571099,0,1.0,72,11.0,4.0,10.0,1.0,3.0,5.0,86.0,1.0,3.0,,1.0,68fd1e64,c1384774,b3d5e699,e186ac34,4cf72387,7e0ccccf,f1d3558a,0b153874,a73ee510,f53d3310,595cd8f9,ad02dbdf,9347b4a3,1adce6ef,4929aa91,358a95dc,e5ba7672,8e8b535e,21ddcdc9,b1252a9d,7fd02f79,ad3062eb,32c7478e,6a235d18,ea9a246c,2af78e0c
22483268,0,0.0,52,,17.0,4672.0,,0.0,24.0,2.0,0.0,0.0,,18.0,05db9164,08d6d899,bc2e311b,6fad4c40,43b19349,7e0ccccf,a36dc9f7,5b392875,a73ee510,550727c0,bfd9d6e5,a1cca232,e1b62f8f,07d13a8f,41f10449,85d9cfbf,d4bb7bd8,698d1c68,,,82d51b48,c9d4222a,be7c41b4,eb8b03b7,,
44191805,1,0.0,1,1.0,1.0,2774.0,32.0,9.0,16.0,37.0,0.0,1.0,9.0,1.0,05db9164,bdaedcf5,ac8e952f,bc9fc40e,43b19349,fbad5c96,468a0854,5b392875,a73ee510,3b08e48b,a60de4e5,e3123671,605bbc24,b28479f6,cc4a49ab,ebe989c7,8efede7f,b238b9bc,,,74cfcecc,,dbb486d7,08b0ce98,,
11794958,0,0.0,-1,3.0,2.0,1465.0,6.0,1.0,2.0,6.0,0.0,1.0,,2.0,fbc55dae,4e8d18ed,7981bd4d,e029fd83,43b19349,fe6b92e5,db0c3830,0b153874,a73ee510,ce35ee0a,84c9c449,a5c9a82e,de8f838e,07d13a8f,8d016df5,145acf53,e5ba7672,47e4d79e,21ddcdc9,5840adea,d9796b1c,c9d4222a,3a171ecb,576efe81,c9f3bea7,1f477f83
16578843,0,0.0,1,,0.0,3117.0,212.0,5.0,8.0,207.0,0.0,1.0,0.0,53.0,5bfa8ab5,7008ef6d,9ef04fb2,d392d940,30903e74,fe6b92e5,cee7e902,062b5529,a73ee510,79041558,30b2a438,4ed8a494,aebdb575,07d13a8f,03259d67,ac07723b,e5ba7672,d1c83925,,,d7771f2a,,32c7478e,b2f178a3,,
44561629,0,,10,1.0,1.0,6085.0,1.0,28.0,1.0,1.0,,1.0,,1.0,ae82ea21,421b43cd,56e3cbe8,9a1fdd48,25c83c98,,1913ac2e,0b153874,a73ee510,0fddc33f,2dad6ba2,39977a52,47cb697a,07d13a8f,8ae3cee1,838a7e04,e5ba7672,2804effd,,,0f21191b,,32c7478e,d9556584,,
8165079,0,0.0,0,6.0,7.0,4080.0,22.0,53.0,17.0,289.0,0.0,8.0,0.0,7.0,68fd1e64,89ddfee8,4370417c,562bbed5,25c83c98,fbad5c96,d600c2ba,0b153874,a73ee510,fc3680e8,ad757a5a,ae685582,93b18cb5,051219e6,d5223973,856e876d,3486227d,5bb2ec8e,064f1f80,a458ea53,da00a7b1,,c7dc6720,38ea3106,f0f449dd,f8d04f33
16639078,0,,1,1.0,,13236.0,30.0,1.0,5.0,20.0,,1.0,,,8cf07265,38a947a1,740e9a51,95852df2,4cf72387,fbad5c96,b5005658,37e4aa92,a73ee510,f48393db,9457b181,df6ce186,49642e3e,1adce6ef,5f105900,9f6fa0c7,d4bb7bd8,4d641da4,,,4cda9027,,93bad2c0,ec531568,,
4483143,0,,20,3.0,11.0,8609.0,66.0,4.0,11.0,61.0,,1.0,,11.0,ae82ea21,2c16a946,b3c88e06,d691bb7d,4cf72387,fbad5c96,3ec30ffb,0b153874,a73ee510,b29156c7,96572ad0,19aa161e,d7679784,07d13a8f,18231224,88270f28,e5ba7672,74ef3502,,,3f7b3ba7,,c7dc6720,9117a34a,,
34968507,0,,30,,2.0,10098.0,,0.0,2.0,48.0,,0.0,,2.0,05db9164,b26462db,dad8b3db,06b1cf6e,25c83c98,13718bbd,dc7659bd,5b392875,a73ee510,efea433b,e51ddf94,422e8212,3516f6e6,07d13a8f,72fbc65c,25b075e4,07c540c4,35ee3e9e,,,a13bd40d,,32c7478e,0ff91809,,
7840144,0,0.0,1,,0.0,5844.0,432.0,14.0,25.0,363.0,0.0,9.0,,2.0,05db9164,e112a9de,6b80d7c0,81e71114,25c83c98,fbad5c96,af54cdc5,0b153874,a73ee510,cfc21884,02718d7a,21161865,e920b070,ad1cc976,f1e1df0a,ba0eeab9,e5ba7672,fdbdefe6,,,8dbce355,ad3062eb,c3dc6cef,8f079aa5,,
9798811,0,3.0,0,,18.0,1.0,2.0,3.0,19.0,54.0,1.0,1.0,,2.0,05db9164,8084ee93,02cf9876,c18be181,25c83c98,7e0ccccf,9b98e9fc,5b392875,a73ee510,451bd4e4,7f8ffe57,8fe001f4,46f42a63,1adce6ef,5d922427,36103458,1e88c74f,003d4f4f,,,e587c466,,32c7478e,3b183c5c,,
20909563,0,,45,,3.0,7041.0,8.0,1.0,3.0,12.0,,1.0,,3.0,05db9164,4f25e98b,92a50ffa,17a2f754,25c83c98,fe6b92e5,ade953a9,0b153874,a73ee510,4072f40f,29e4ad33,92a842da,80467802,07d13a8f,5be89da3,a494f8bb,e5ba7672,bc5a0ff7,2c434f3e,b1252a9d,31c99031,ad3062eb,3a171ecb,0c1fe48f,001f3601,6b993114
3257317,0,2.0,6,3.0,2.0,0.0,2.0,4.0,7.0,67.0,2.0,3.0,,2.0,05db9164,c49ea2aa,c0ac520f,cbb4c12e,25c83c98,7e0ccccf,f28216bc,5b392875,a73ee510,3da4e300,7e211cea,1d6bfcff,7d5ee5b6,1adce6ef,59936221,44f81422,1e88c74f,df225c92,21ddcdc9,5840adea,cb3e5850,ad3062eb,bcdee96c,42998020,c243e98b,87af3d8c
32628869,0,,271,22.0,3.0,29157.0,,0.0,3.0,51.0,,0.0,,3.0,68fd1e64,287130e0,b1ca2854,9ebf4db6,25c83c98,fe6b92e5,9b9962ac,0b153874,a73ee510,6727b9f3,aaaad9da,84692340,dec94acf,1adce6ef,310d155b,c03c7c05,1e88c74f,891589e7,5b885066,a458ea53,40fc0256,ad3062eb,bcdee96c,9d019d8c,ea9a246c,8de75e74
308811,0,1.0,0,5.0,2.0,237.0,10.0,1.0,8.0,8.0,1.0,1.0,,2.0,05db9164,1cfdf714,83f1a1ad,b3bed55d,25c83c98,7e0ccccf,4be7ed03,37e4aa92,a73ee510,b29862ed,838d6a6a,723528e3,c91ba988,1adce6ef,f3002fbd,1eebfb9d,e5ba7672,e88ffc9d,dcb7a0e1,a458ea53,0adea590,,bcdee96c,b6bf5298,cb079c2d,4174b65c
7519158,1,,1,20.0,5.0,2960.0,,0.0,14.0,38.0,,0.0,,8.0,68fd1e64,942f9a8d,907797cc,0365276a,4cf72387,fe6b92e5,49b74ebc,5b9f3341,a73ee510,3b08e48b,c4adf918,2daca22e,85dbe138,07d13a8f,a8e962af,0da246cd,776ce399,1f868fdd,21ddcdc9,b1252a9d,7aa0f83d,78e2e389,32c7478e,9af06ad9,9d93af03,cdfe5ab7
8516583,0,5.0,119,5.0,3.0,1.0,1.0,5.0,18.0,17.0,3.0,3.0,,0.0,5a9ed9b0,421b43cd,9067a48f,29998ed1,25c83c98,fe6b92e5,9b98e9fc,0b153874,a73ee510,547c0ffe,7f8ffe57,6aaba33c,46f42a63,b28479f6,2d0bb053,b041b04a,e5ba7672,2804effd,,,723b4dfd,,32c7478e,b34f3128,,
41549260,0,1.0,58,32.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,,0.0,05db9164,85af3139,d032c263,c18be181,4cf72387,7e0ccccf,90a2c015,0b153874,a73ee510,4b80a904,0f736a0c,dfbb09fb,3af886ff,07d13a8f,fdb8cdb7,84898b2a,d4bb7bd8,d4328054,,,0014c32a,,3a171ecb,3b183c5c,,
34861115,0,1.0,0,3.0,5.0,10.0,8.0,3.0,5.0,49.0,1.0,2.0,,5.0,05db9164,38d50e09,b393df87,c3fecae9,25c83c98,7e0ccccf,38eb9cf4,0b153874,a73ee510,49d1ad89,7f8ffe57,8d33fe00,46f42a63,1adce6ef,6efcae21,0fd4fbad,07c540c4,f855e3f0,21ddcdc9,5840adea,572bdde8,ad3062eb,32c7478e,9fa3e01a,001f3601,414c6af0
24848582,0,1.0,2,1.0,,1493.0,51.0,2.0,39.0,47.0,0.0,1.0,,,5a9ed9b0,95e2d337,6154c41a,8c807b8a,43b19349,7e0ccccf,4feec62c,0b153874,a73ee510,3b08e48b,37fba4a7,ba0cfddf,0fd466ce,07d13a8f,4e505ea3,7e3b0f26,07c540c4,7b06fafe,6301e460,a458ea53,2d830410,,32c7478e,a1b6c11a,2bf691b1,8a79bb03
6355556,0,,0,8.0,10.0,7523.0,18.0,3.0,12.0,18.0,,1.0,,11.0,05db9164,512fdf0c,ad420429,eaf6d385,25c83c98,7e0ccccf,a25cceac,0b153874,a73ee510,13cd46e6,5bee5497,9930ed0f,a57cffd3,1adce6ef,9c95787b,a2cd0c04,07c540c4,fd3919f9,21ddcdc9,5840adea,c1a9f4a7,,bcdee96c,75786f2f,724b04da,7476f449
11538026,0,,1,3.0,17.0,2766.0,26.0,5.0,19.0,143.0,,2.0,,17.0,3c9d8785,bccb7a1a,66708b08,f10b9f69,25c83c98,7e0ccccf,209d1929,0b153874,a73ee510,44a82060,87fe3e10,9c48edbf,3bd6c21d,b28479f6,1302f720,720e7007,e5ba7672,d51975d7,21ddcdc9,5840adea,e7d37fe0,,32c7478e,0603d027,e8b83407,a29c43aa
43255435,0,,0,2.0,3.0,58913.0,,,3.0,,,,,3.0,68fd1e64,08d6d899,9143c832,f56b7dd5,30903e74,7e0ccccf,bc324536,0b153874,7cc72ec2,7b4fbefc,2bcfb78f,ae1bb660,e6fc496d,07d13a8f,41f10449,bad5ee18,e5ba7672,698d1c68,,,0429f84b,,c7dc6720,c0d61a5c,,
20510798,1,,5,1.0,7.0,2.0,,0.0,15.0,82.0,,0.0,,1.0,be589b51,39dfaa0d,f1bcd80f,3663749b,43b19349,7e0ccccf,0a7b8169,0b153874,a73ee510,3b08e48b,9e271da4,dfe80034,fb0920f2,07d13a8f,ede0309e,2ca4cec1,776ce399,75edcf1f,21ddcdc9,5840adea,ff1d3584,,be7c41b4,7c2d72a4,010f6491,984e0db0
19039605,0,7.0,3,,1.0,786.0,76.0,7.0,38.0,40.0,1.0,1.0,,1.0,05db9164,38d50e09,c86b2d8d,657dc3b9,25c83c98,13718bbd,4f9b38fe,37e4aa92,a73ee510,38120ec7,4ca0f167,1ca7a526,eb4b1bfd,b28479f6,06373944,ba46c3a1,e5ba7672,fffe2a63,21ddcdc9,b1252a9d,eb0fc6f8,,32c7478e,df487a73,001f3601,c27f155b
33644180,0,,0,16.0,6.0,31265.0,1221.0,1.0,5.0,183.0,,1.0,,6.0,8cf07265,1cfdf714,feb6d94f,b4e66c7f,25c83c98,fe6b92e5,6f441cf5,0b153874,7cc72ec2,14514389,1054ae5c,5d4b04f5,d7ce3abd,07d13a8f,f775a6d5,ff0aa468,e5ba7672,e88ffc9d,5958dc97,a458ea53,b145ddaa,ad3062eb,c7dc6720,79aabb00,cb079c2d,1e6c340b
2163938,0,,1,3.0,31.0,84.0,,0.0,27.0,31.0,,0.0,,31.0,05db9164,c5c1d6ae,e618e673,db018cbb,384874ce,fbad5c96,860b3171,0b153874,a73ee510,cdf246f3,d9085127,8f9a04e5,ef7e2c01,b28479f6,29a18ba0,b8beee26,d4bb7bd8,836a67dd,21ddcdc9,5840adea,83b28398,ad3062eb,32c7478e,6d8daf8b,7a402766,ba14bbcb
21866043,1,14.0,-1,,,152.0,0.0,14.0,0.0,0.0,1.0,1.0,,,05db9164,85af3139,02cf9876,c18be181,25c83c98,7e0ccccf,60143fb2,51d76abe,a73ee510,4262b839,b4dc63bf,8fe001f4,470effde,b28479f6,af8db00e,36103458,e5ba7672,d4328054,,,e587c466,,3a171ecb,3b183c5c,,
18230989,0,0.0,50,2.0,4.0,14637.0,487.0,3.0,11.0,175.0,0.0,2.0,,4.0,05db9164,8084ee93,02cf9876,c18be181,4cf72387,7e0ccccf,48bc161d,1f89b562,a73ee510,f3678585,19ff9be1,8fe001f4,2648f8ef,b28479f6,b2ff8c6b,36103458,e5ba7672,52e44668,,,e587c466,,32c7478e,3b183c5c,,
23646130,0,,1,5.0,4.0,4880.0,28.0,1.0,11.0,28.0,,1.0,1.0,4.0,5a9ed9b0,f0cf0024,6f67f7e5,41274cd7,25c83c98,fe6b92e5,282b88fc,1f89b562,a73ee510,3513d986,3e2feacf,623049e6,0e5bc979,b28479f6,e6c5b5cd,c92f3b61,3486227d,b04e4670,21ddcdc9,b1252a9d,60f6221e,,32c7478e,43f13e8b,ea9a246c,731c3655
2045498,1,,-1,,,5585.0,32.0,1.0,3.0,11.0,,1.0,,,05db9164,38a947a1,,,4cf72387,7e0ccccf,5417eef9,0b153874,a73ee510,e93ce9d6,0ced815c,,fac4c83d,07d13a8f,b13b0ec3,,d4bb7bd8,23fb8a75,,,,,32c7478e,,,
32516325,0,0.0,107,1.0,2.0,2964.0,64.0,3.0,13.0,57.0,0.0,1.0,,2.0,5bfa8ab5,38a947a1,4470baf4,8c8a4c47,4cf72387,fbad5c96,397def4e,0b153874,a73ee510,6814706f,20b05825,bb669e25,c28589ee,b28479f6,547b8c62,2b2ce127,07c540c4,b133fcd4,,,2b796e4a,,32c7478e,8d365d3b,,
38848126,0,,0,7.0,6.0,5938.0,19.0,4.0,11.0,8.0,,1.0,,7.0,05db9164,d833535f,b00d1501,d16679b9,4cf72387,,8a1c9c84,7b6fecd5,a73ee510,46c32c26,8cfaeec1,e0d76380,ef800ef3,07d13a8f,2e7bc615,1203a270,e5ba7672,7b49e3d2,,,73d06dde,,32c7478e,aee52b6f,,
22196239,0,16.0,9,,15.0,1216.0,183.0,27.0,12.0,183.0,0.0,1.0,1.0,116.0,87552397,942f9a8d,69b028e3,003ceb8c,25c83c98,7e0ccccf,3f4ec687,1f89b562,a73ee510,0e9ead52,c4adf918,424ba327,85dbe138,b28479f6,ac182643,169f1150,3486227d,1f868fdd,21ddcdc9,b1252a9d,15414e28,,32c7478e,aa9b9ab9,9d93af03,c73ed234
11478182,0,,14,1.0,,424808.0,,0.0,2.0,1.0,,0.0,,,05db9164,b56822db,7da86e4b,b733e495,25c83c98,fbad5c96,6aa6cba4,7b6fecd5,7cc72ec2,0128fa57,b6759853,ed397d6b,4bca2fbb,b28479f6,a9d1ba1a,056d8866,07c540c4,38dce391,21ddcdc9,b1252a9d,deaf6b52,ad3062eb,3a171ecb,d9556584,001f3601,6c27a535
29474092,1,2.0,35,20.0,2.0,10.0,2.0,2.0,2.0,2.0,1.0,1.0,,2.0,05db9164,78ccd99e,7bae1861,c03ae7ee,25c83c98,,2823fac6,ba7cbdc6,a73ee510,1c56cea6,eb94162a,6e862b79,871eb035,07d13a8f,162f3329,864dfc35,1e88c74f,e7e991cb,21ddcdc9,a458ea53,d6f2972b,,32c7478e,1793a828,e8b83407,a7b8265a
8806324,0,,1,1.0,16.0,2923.0,,0.0,36.0,449.0,,0.0,,16.0,68fd1e64,8db5bc37,54d5dd1e,2f3f429a,25c83c98,fe6b92e5,a6a575e6,1f89b562,a73ee510,3b08e48b,4829f487,a40c8aca,2180053c,64c94865,00e52733,fad6629c,776ce399,821c30b8,,,5b332f64,c9d4222a,32c7478e,2d22b993,,
3088195,0,3.0,39,19.0,24.0,594.0,51.0,3.0,44.0,51.0,1.0,1.0,,24.0,5bfa8ab5,207b2d81,7fb9f9c5,c9918a97,25c83c98,fe6b92e5,dc7659bd,1f89b562,a73ee510,03e48276,e51ddf94,0648c174,3516f6e6,cfef1c29,dad721df,696a9f28,07c540c4,25c88e42,21ddcdc9,a458ea53,90de4912,,3a171ecb,fe0d4fd8,001f3601,e76e842a
45542029,0,37.0,36,2.0,2.0,28.0,2.0,45.0,5.0,18.0,3.0,4.0,,2.0,05db9164,2c16a946,00148a74,9f43a1b5,25c83c98,13718bbd,adb6fd9f,64523cfa,a73ee510,7ade0a21,2714650d,6fb8f39a,9a88e2e2,b28479f6,3628a186,87140baa,8efede7f,e4ca448c,,,67bb5322,,bcdee96c,9117a34a,,
11321888,0,0.0,9,2.0,21.0,1830.0,110.0,15.0,41.0,156.0,0.0,2.0,0.0,32.0,5a9ed9b0,a796837e,42db3232,e3cc371a,25c83c98,7e0ccccf,8363bee7,0b153874,a73ee510,015ac893,bf09be0e,c9669737,3516f6e6,cfef1c29,98eddd86,c4de5bba,e5ba7672,e90118d1,,,288eaded,,3a171ecb,8fc66e78,,
23498798,0,,0,30.0,11.0,30263.0,103.0,5.0,11.0,53.0,,1.0,,11.0,05db9164,f0cf0024,6f67f7e5,41274cd7,43b19349,fbad5c96,7bcc368f,0b153874,a73ee510,28d50dc5,60d2afd7,623049e6,155ff7d9,1adce6ef,55dc357b,c92f3b61,e5ba7672,b04e4670,21ddcdc9,5840adea,60f6221e,c9d4222a,3a171ecb,43f13e8b,ea9a246c,731c3655
38189746,0,9.0,0,6.0,2.0,1484.0,31.0,40.0,11.0,195.0,0.0,9.0,0.0,2.0,68fd1e64,942f9a8d,92286042,997513c2,25c83c98,7e0ccccf,3f4ec687,5b392875,a73ee510,0e9ead52,c4adf918,8cd22ff6,85dbe138,b28479f6,ac182643,3ae2652f,27c07bd6,1f868fdd,ac1a2337,a458ea53,ac79de0c,,32c7478e,373c31fd,001f3601,84e33fb8
